,telegeram_channel_id,telegram_channel_name,telegeram_channel_type,message_id,message_type,text,created_at,update_at,hashtags,emojis,symbols,links,mentions
202,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11773,message,"አስቸኳይ የሚሸጥ ቪላ ቤት 24 ሰኣት ጥበቃ ያለው የደህንነት ካሜራ የተገጠመለት ሰፊ መንገድ ያለዉ የባንክ ብድር 5,000,000 ብር አለበት ስፋት 306 ካሬ ሜትር በካሪታ ዋና እና ሰርቪስ ቤት አደራሻ ፈረንሳይ አካባቢ ለአስፋልት ቅርብ የሆነ 1 ሳሎን 3 መኝታ ቤቶች 3 መታጠቢያ ቤት 2 ማእድ ቤት 3 ሰርቪስ 4 የመኪና ማቆሚያ ዋጋ: 30,000,000 ሚሊየን የባንክ ብድሩን ሳይጨምር 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-04-21T20:33:03,2023-04-21T20:48:14,[],♦️      👉      👉      👉     👉       👉      👉     👉    👉    👉   👉    👉    👉    👉   👉     👉    👉    ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
207,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11787,message,"የሚሸጥ ቦታ ሙሉ ሰሪቪስ ቤት ያለዉ ሰፈር አያት 49 መዞሪያ ስፋት 250 ካሬ ሜትር ዋጋ 15,000,000 ሚሊየን 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-04-22T20:58:14,2023-04-23T07:09:03,[],♦️        👉     👉      👉    ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
209,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11789,message,"የሚሸጥ ዘመናዊ ቪላ ቤት አደራሻ ሻገር ሲት ጣፎ አባ ክሮስ አካባቢ ስፋት 250 ካሬ ሜትር ዋጋ 15,000,000 ሚሊየን 1 ሳሎን 3 መኝታ ቤት 2 መታጠቢያ 2 ኪችን 2 መኪና ማቆሚያ ቦታ 2 ሰሪቪስ ከነ 1 መታጠቢያ ቤት 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-04-24T20:28:09,2023-05-06T04:11:31,[],♦️    👉        👉      👉      👉    👉     👉    👉    👉      👉       ❗️      🧍♂     ☎️   ☎️    📞,-,[],[]
216,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11820,message,"የሚሸጥ የድሮ ኤል ሼፕ ቤት ለመኖሪያ አመቺ ቦታ የለማ መንደር ሰፈር አያት ስፋት 150 ካሬ ሜትር ዋጋ 15,000,000 ሚሊየን 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-04-26T15:23:57,2023-08-15T19:58:40,[],♦️          👉    👉     👉    ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
217,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11832,message,"የሚሸጥ ቆንጆ ቤት G+1 ለመኖሪያ አመቺ ቦታ የለማ መንደር ሰፈር አያት አካባቢ ስፋት 150 ካሬ ሜትር ዋጋ 25,000,000 ሚሊየን 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-04-26T21:43:29,2023-04-27T17:02:08,[],♦️         👉   👉     👉    ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
218,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11834,message,"የሚሸጥ G+4 ቤት ፍንሽኒግ የቀራዉ ቲ/ላይ ሰፈር አያት አካባቢ ስፋት 90 ካሬ ሜትር ዋጋ 23,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-04-28T11:11:43,2023-05-24T12:51:32,[],♦️      👉   👉     👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
219,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11835,message,"የሚሸጥ ዘመናዊ አፓርትሜንት ቤት ባለ 3መኝታ 1ኛ ላይ ሰፈር ሳሚት 72 ስፋት 115 ካሬ ሜትር 3 መኝታ 3 መታጠቢያ ቤት (4ተኛ የሰራተኛ መኝታ አለ) ዋጋ 13,500,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-04-28T11:20:03,2023-10-24T06:05:50,[],♦️         👉   👉     👉            👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
229,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11845,message,"የሚሸጥ ቆንጆ ዘመናዊ G+3 ቤት ሰፈር አያት ፀበል ኮንዶሚነየም ስፋት 125 ካሬ ሜትር ዋጋ 30,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-04-28T20:58:00,2023-12-09T16:21:03,[],♦️      👉       👉       👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
237,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11855,message,2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦,2023-04-29T04:41:17,2023-04-30T00:35:33,[],❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
238,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11858,message,"በአስቸኳይ የሚሸጥ ቦታ ለ B+G+10 ፉትንግ የወጣለት የሊዝ ቦታ ሰፈር አያት አየር መንገድ አካባቢ ስፋት 883 ካሬ ሜትር ዋጋ 45,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-04-29T18:03:41,2023-04-29T18:03:50,[],♦️          👉        👉       👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
250,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11877,message,"በአስቸኳይ የሚሸጥ ቆንጆ ቦታ አስፓልት ዳር ለቢዝነስ የሚሆን የነባር ይዞታ ቦታ ነዉ ሰፈር አያት ቁ5 ኮንዶሚነየም አካባቢ ስፋት 500 ካሬ ሜትር ዋጋ 29,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-04-30T14:32:16,2023-04-30T15:37:37,[],♦️        👉      👉       👉       👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
251,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11878,message,"በአስቸኳይ የሚሸጥ ቆንጆ ቦታ ቲ/ላይ ለመኖሪያ ቤት የሚሆን አደራሻ አያት ኖህ ሪል ስቴት ጀሪባ ስፋት 300 ካሬ ሜትር ለትሪፍም የሚሆን ነዉ ዋጋ 16,000,000 ሚሊየን 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-05-01T15:28:20,2023-07-22T17:28:37,[],♦️        👉        👉       ✍     👉    ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
254,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11889,message,"በአስቸኳይ የሚሸጥ ቦታ 50 ሜትር መንገድ የያዘዉ አደራሻ አያት ቁ5 ኮንዶምነየም አካባቢ ስፋት 500 ካሬ ሜትር ለትሪፍም የሚሆን ነዉ ዋጋ 26,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-05-02T11:10:12,2023-05-02T11:10:44,[],♦️        👉       👉       ✍     👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
255,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11891,message,"የሚሸጥ ቆንጆ ቤት G+3 ለመኖሪያ አመቺ ቦታ የለማ መንደር አደራሻ ሳሚት 72 ስፋት 72 ካሬ ሜትር ዋጋ 25,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-05-03T05:24:40,2023-05-04T15:56:42,[],♦️          👉     👉       👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
257,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11896,message,"የሚሸጥ ኤል ሼፕ ያለለቀዉ ቤት ነዉ የለማ መንደር ዉስጥ ሰፈር አያት አየር መንገድ አካባቢ ስፋት 90 ካሬ ሜትር ዋጋ 8,000,000 ሚሊየን 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-05-05T14:32:56,2023-10-13T18:14:00,[],♦️          👉      👉       👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
258,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11932,message,"አስቸኳይ የሚሸጥ ቆንጆ ዘመናዊ ኤል ሼፕ ቤት ሰፈር አያት 49 መዞሪያ ስፋት 75 ካሬ ሜትር 2 መኝታ ቤት 2 መታጠቢያ ቤት 1 ኪችን 1 መኪና መቆሚያ ያለዉ ዋጋ 9,500,000 ሚሊየን 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-05-06T16:38:00,2023-05-06T16:38:08,[],♦️        👉       👉       👉              👉    ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
263,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,11990,message,አስቸኳይ የሚሸጥ የአያት ቤት G+1 ያለው ለመኖሪያ ምቹ ሙሉ ሰነድ የታሞላ ድጅታል ከርታ ያለው ከዋና መንገድ ግልባጭ ኤል ለይ ሰፈር አያት ዞን 5 ዉስጥ ስፋት 420 ካሬ ሜትር ዋጋ 40 ሚሊየን ብር ይባላል ልማት የለማ ሰፋር ነዉ 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦,2023-05-12T13:35:18,2023-07-22T17:25:51,[],♦️                      👉       👉      👉       👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
264,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12000,message,"የሚሸጥ ቆንጆ አፓርታማ ሰሚት ሰባ ሁለት መንደር ስፍት 113 ካሬ ሜትር ባለ 3መኝታ ቤት ሁሉም መኝታ ቤት ቁም ሳጥን የተገጠመለት) 2 መታጠቢያ ቤት 1 ኪቺን ቤት 1 ሰፊ ሳሎን 5ኛ ፎቅ ዋጋ 11,500,000 ሚሊየን 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-05-12T17:53:33,2023-05-12T17:59:08,[],♦️    👉     👉     👉     👉       👉    👉    👉    👉   👉    ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
274,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12018,message,የሚሸጥ በጣም ቆንጆ G+3 ቤት አዲሱ ገብያ ሸገር መናፈሻ አካባቢ የትራፊክ መጨናነቅ የለለበት ሰፈር ስፋት366 ካሬ ሜትር ቤቱ ያረፈው 200 ካሬ የውስጥ አስፓልት የያዘ ከዋናው አሰፓልት200 ሜትር ዋጋ70 ሚሊዮን ድርድር አለው 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦,2023-05-13T17:16:36,2023-05-15T06:01:49,[],♦️     👉       👉     👉    👉     👉     👉     👉      ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
287,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12048,message,"የሚሸጥ ባጣም ቆንጆ ዘመናዊ G+3 ቤት ለመኖሪያ አመቺ ቦታ አደራሻ አያት የለማ መንደር ዉስጥ ስፋት 300 ካሬ ሜትር ዋጋ 85,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-05-17T13:21:41,2023-05-18T10:18:35,[],♦️          👉       👉     👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
291,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12062,message,"የሚሸጥ B+G+3 ቤት ፍኒሽንግ የቀረዉ ለመኖሪያ ባጣም አመቺ ቦታ አደራሻ አያት አካባቢ ስፋት 400 ካሬ ሜትር ዋጋ 37,500,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-05-17T21:38:05,2023-05-19T07:29:02,[],♦️         👉     👉     👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
292,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12075,message,"የሚሸጥ ባጣም ቆንጆ ዘመናዊ G+3 ቤት ለመኖሪያ አመቺ ቦታ አደራሻ አያት የለማ መንደር ዉስጥ ስፋት 300 ካሬ ሜትር ዋጋ 65,000,000 ሚሊየን 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ፡ Odeeffannoo Dabalataaf፦",2023-05-19T19:58:55,2023-05-19T20:05:56,[],♦️          👉       👉     👉     ❗️      🧍♂     ✍              ☎️   ☎️        👇       👇 📞,-,[],[]
